(Do Not Modify) Account|(Do Not Modify) Row Checksum|(Do Not Modify) Modified On|Account Name|Address 1: City|Core Banking Sytem|Description|Primary Contact|Sales Campaign|Source of Data|Website
c87ff898-5d2d-e111-87e2-1cc1de0875ed|wHSJ6/Ft7yj+BCSNMQ5jPsxvZ2PXeQgW88GDYkxCPvHI3waWbOe+gxnONJ0g4uajGTddD1POHtCZ8iOmZX0Fwg==|02/05/2014 09:21|Chang Hwa Commercial Bank Ltd|London||KD - Spoke to man that said he was in charge of the dealing room, he said that they don't need any software and so wasn't interested in receiving info; he didn't give me his name. 10/4||London/UK|FSA|
cc7ff898-5d2d-e111-87e2-1cc1de0875ed|7V1AgU7/x5zwxMwrg8Vf+dDyNGRspVEjJ2cpPZ3TtqhgHEWN7t0Z4/ynlnAPcrgjiXNMBZRY1fC4md7uN9foeQ==|02/05/2014 09:21|Chiba Bank Ltd, The|London||||London/UK|FSA|
d47ff898-5d2d-e111-87e2-1cc1de0875ed|XeH2G4dS5wONp0W3aaJedFDQJFl96rG5OphS51QcKv2hQ63CecdXr1rPuJUcaemv/eoCNQIWmIo+xpzJ7tHRaw==|02/05/2014 09:21|CIT Bank Limited|London||||London/UK|FSA|
d67ff898-5d2d-e111-87e2-1cc1de0875ed|Nub3kFBIzRKnAE4yvtLxcw3RYmT1BpyzMCH+/upboXPCJ1Iv/hG91DnAFsmatRflqRMAMvcPryeHYpiVIaTlFg==|02/05/2014 09:21|Citibank International plc|London||||eCommerce ECN|JL ECN Data|
da7ff898-5d2d-e111-87e2-1cc1de0875ed|LHVA7qIkORqcAbXJMZnAo7n4BjmHh/GDl064Esd2Gm83U/5Ms63OOMp08l4f8on0cADIc2GJoJ6FbeE2p7iQ1A==|02/05/2014 09:21|Citigroup Global Markets Deutschland AG|London||||London/UK|FSA|
991c3369-24e1-e511-80fd-3863bb358fa8|14ys0vuhrBQVos1I8LTUHyD9Zq762ALdOEitOhvqtoaeD2/lKx2uG4f3jVnGtjrvHfJSB1c9hjn2xldiP62IDA==|22/03/2016 11:42|ClearSettle Ltd|London||"FinTech start up CC & DC payments. Looking for a TMS to monitor FX flows, Cash management, Hedge management & Settlement systems - all currently manual.
Cloud based using Amazon Web Services."|Alistair Cotton|||http://www.clearsettle.com
1c0d9a3c-c9f4-e011-b9d4-1cc1de0875ed|kkIiKDRqFLMHur9NS+WGkQGoBF0luR7FWuvaFmXjCqqdM2Zk1FKljO4P3cKnnFNCV3QRsihX58rEjzF4TtJ8fA==|02/05/2014 09:21|Close Brothers|London|T24|"Close Brothers merchant bank - Close Brother Corporate Finance (www.cbcf.com) Close Brothers Corporate Finance Ltd Channel Islands? Close Brothers Asset Management Globus/T24 client ewf. Since 2004 Close Brothers team working on the Development phase

We sent out T24 campaign on 16 Jan and it came back as him clicking through - may not have been him as generic email. but lead created - he is away until end of feb

I spoke to william - would not put me through to the treasurer who is most senior but I found him online, Malcolm Hook. Will said they just use bloomberg abd reuters and book things manually into the core banking system. I will email him to forward to malcolm. But as I have malcolms number now I will try to reach him too."||T24/FXCB|Inntron|
6df2b51b-34c0-e511-80f8-3863bb35af60|jBN87QLCBv3P4EDgoPgtSLJJzOjNefTvhaozun1BKIoz8eIEadrsEIi98N1WIWfTnDYNlCS7qn+/IlrK16ll3w==|15/02/2016 09:03|CloudMargin|London||||||
de7ff898-5d2d-e111-87e2-1cc1de0875ed|7+fqt54qCJ+QdvjtjBvF3FSKTG/wM46l4mI3BnoX97HMxmFBezJhR+XR6JT6S2WWB4WuY8yqmXlxUYnfQFOVag==|02/05/2014 09:21|Clydesdale Bank plc|London||||London/UK|FSA|
e07ff898-5d2d-e111-87e2-1cc1de0875ed|vT7f1Nauh+aWIPEEambzVzR0Sb67LJP2DSIA5XIkK9BE5D8ysdBFKA6mjxwVW0jNHAvmBEaUrOPasuz399o/Tw==|02/05/2014 09:21|CNH Financial Services S.A.S|London||"They are primarily an Agricultural equipment manufacturer, CNH Capital is the financing arm of the Case and New Holland brands in Europe.
They do not have a treasury department in the UK. I was referred to a contact in Italy a Mr Giovanni Folonari."||London/UK|FSA|
ea7ff898-5d2d-e111-87e2-1cc1de0875ed|uav5fqmJ+egt7Q7qCyOJRzHGIVbw+mTZirn2xVBMNpac49SRCdS8JZZAAnz/WZk2Ry5cvyAXF/zIdsWUSE60yA==|02/05/2014 09:21|Cooperatieve Centrale Raiffeisen - Boerenleenbank B.A|London||||London/UK|FSA|
fc7ff898-5d2d-e111-87e2-1cc1de0875ed|f31XzGESmlbYD4BTx6jIis5ZGSiaNCWGksnvkSjvYsHvENbz0kZn83b74Euoe9rlk2/VU8Y4aM0yVzHDmCR8iw==|02/05/2014 09:22|Crown Agents Bank Limited|London||"he says that they are in the process of changing systems now and to call back in the morning as he had some people with him 
ASK ALL THE Q'S"||London/UK|FSA|
d9225341-21d9-e411-93d5-6c3be5beee6c|u3XE5IT99e5ppSeEDSZoWUqrcsgZTOwG8AhP9ndnRf4g54+pqeQSvlWIcqW0GgUiJjnaeddg0IXBOK8yqs6iaQ==|07/04/2016 11:02|Currency Solutions|London|||Dr. Tien Tran|||http://www.currencysolutions.co.uk
0080f898-5d2d-e111-87e2-1cc1de0875ed|7zgcNcauJ1WLQ1bgSm70xdJJa74s/kgutwxoelxG3oTcgFHT0aqTv2MHbLIyM2W0tqLjpm68NeJX77Cn8bKb5g==|02/05/2014 09:22|DB UK Bank Limited|London||||London/UK|FSA|
0280f898-5d2d-e111-87e2-1cc1de0875ed|ntjUvo1xOW490/XgSdtglUHuJU2xwFf8pdsbk5/zz5CePaoDopH+4cu0WHJypSM+jfzY5ocRMARJW8eDFrIhTw==|02/05/2014 09:22|DBS BANK|London||||eCommerce ECN|JL ECN Data|
0480f898-5d2d-e111-87e2-1cc1de0875ed|vhKXawRcFOT24h8kNu75KQP51/aPaUB+YyuMvUp6Ae91TtiB+EGm2Y8LrJOxcAoduuonMCHShJwX2w4SfZc0DQ==|02/05/2014 09:22|Depfa Bank plc|London||||London/UK|FSA|
0880f898-5d2d-e111-87e2-1cc1de0875ed|YEu5rsI0fCzu0FvHMBm/pXCOrmrfk+KI977FpIGK7q7da9Vh0MpX9P/sMDxv/CCEOW3+OMxw1rz2/x+91pax4w==|02/05/2014 09:22|Deutsche Hypothekenbank AG|London||||London/UK|FSA|
0c80f898-5d2d-e111-87e2-1cc1de0875ed|Jl/F1XICwZ3XTrwC97nemK98tMiFj7YIcw57Z5eTLCFmdh4+H404TiwNAG1Ymf/tAm64giyUdzbMlQrVZygxeQ==|02/05/2014 09:22|Deutsche Postbank AG|London||||London/UK|FSA|
0532914a-7117-e611-8104-3863bb358fa8|MEzSu+1+TPrjxJP0DftFMHPY3K/LeijsHuSwfzcFQZ0f4Un5H9Y1L3TkLhSV2DX90BxUWJZjYOk8UqfxLv75tA==|11/05/2016 13:10|Diamond Bank UK|London||||||http://www.diamondbankukplc.com/
0e80f898-5d2d-e111-87e2-1cc1de0875ed|hNKLyOtQV1f+u+9C8hmJJy+4B9wO/X521CgHpPeDn4WXnOZ64t5VNToGZe8IBHb5hJ3LWYzGSwcawttoHUc0Ng==|02/05/2014 09:22|DNB Bank ASA|London||||London/UK|FSA|
1080f898-5d2d-e111-87e2-1cc1de0875ed|c2qKK0uUO4JuTAThj46CF0xNOqm9vrqKjomWtgPKeiyer4UsRq4T5tS98Jv9Df4rroP4QYKagcqTyqmRoZNrOA==|02/05/2014 09:23|Duncan Lawrie Limited|London||||London/UK|FSA|
08a20576-eace-e411-8170-d89d6763cf50|uQCF2u/SGG/OQAI8GFwGirfbmbLXqxzeE8AVD92zLG6N4Rz4lqk5KAV4wj+WdUmMBv7sZYPOvv/N+TnR/01CEg==|31/03/2015 11:28|Effective FX|London|||Amir Mehrad|||https://effectivefx.co.uk/
1a80f898-5d2d-e111-87e2-1cc1de0875ed|1abiPC3yk2zIGlSjO2txTGnF6vwQXhbum+XE6/Uj61fVj751LXq/K9DYN9lANNiDNeg6VSkMcEhPILXWqZ8IHA==|02/05/2014 09:23|Egg Banking plc|London||||London/UK|FSA|
1c80f898-5d2d-e111-87e2-1cc1de0875ed|wDnTfiKGOwoSlpiZKD1m0NRML9sACq+VCXOuJRaNs12f/wCgskuJcU+bYTG3VJgcw3FeAlT0Z9i6Y60JOX8YXg==|02/05/2014 09:23|Elavon Financial Services Limited|London||||London/UK|FSA|
e42f7d36-9458-e111-bade-18a905732a1b|AGnxeEdWVvvsHEAaZ4MHKJQUKOTiwdAni8zRGf4seaH9sutWcm/mTJ8lKtebfzqqYtanZLN7iwydqyWTNTOpRw==|12/06/2015 14:03|Erste Group Bank AG - London|London||ISLAMIC PRODUCTS|||Added|
bc43c396-b0d7-e011-b80c-18a905730937|lXGdokdPt+wujkst5BQIIDxOd2OUWh3m4PjpmHr+S2RFbxEuBuOJf8m6WIfNYItEDBZpA+xc0nu2MVqHAiVXVA==|02/05/2014 09:23|Europe Arab Bank Plc|London||I called Neil Turnnidge, was very nice and forthcoming and said they have an end to end system, f, m , b, all from OpenLink and this is leased for another few years and he would not be interested but when I said I wanted to make some introductions in London he said that he had breakfast this morning with a friend of his David Lavers who his the head of treasury for Jordan International Bank, they are very small and David has been told from above to look for a new Front office system, he is thinking Sungard, but neil said that David needs his hand held and is a bit of a numpty, he does not need a solution that big but he is looking to buy a FO system right now and he gave me the guys number. :)|||Original EB Data|
2880f898-5d2d-e111-87e2-1cc1de0875ed|pVmTXVfZcSRn5109fWuiyvukuK93kiKAHtSt+ZHu6vMtv4Jbfuq2MX4pCLOPZ4aP3M7PUV5B/ZPOqIYr4JQ0dQ==|02/05/2014 09:23|European Islamic Investment Bank Plc|London||||London/UK|FSA|
2a80f898-5d2d-e111-87e2-1cc1de0875ed|hEZLWd/Hu9ExEjvjpQgYYEZOkr8359NbVkxrAHWDjlxc4IhP/nVa2tth6wthrH1ys7L0pgAPHo8oeZbi3/Hirg==|02/05/2014 09:23|Export-Import Bank of India|London||They have had finacle in for just 18 months, so not interested - coveres f-b office and they say the branch im india will not be using the same.||London/UK|FSA|
3080f898-5d2d-e111-87e2-1cc1de0875ed|UUycLldmYqb3sdLIAI8OoxKy73QSkFvIVRjosHg73WGf5IZbkHJvi6KSdKttsfhVjWVNY/z5qKO7nH/4HD4doQ==|02/05/2014 09:23|FCE Bank plc|London||"KD - Called three times, the first 2 times the same switchboard lady hung up the first time, 2nd time she transferred me to the wrong dept. Another switchboard lady I spoke to said that if we wish to introduce something new to the company then we need to email them first and gave me a general email address. 23/4
 Email: sellerid@ford.com"||London/UK|FSA|
e443c396-b0d7-e011-b80c-18a905730937|DbvXVbosRfKmJCOJBGbaTZXe6SV/wXtaw87q+8N0J3wQoqeDlA1nlXfPddkYsIpnDkENpxFkvtd4bnr9z0COcQ==|02/05/2014 09:23|FIBI Bank (UK) Plc|London||"VH called to speak to Steve Clowes as he looked at us on bobsguide and I noticed that alastair johnston opens our mail shots. 16/3/2011 was told by CFO that they are closing down and he just knows some people from BdB so had a look. odd....

I confirmed this - by end of june the treasury trading will cease."|||Original EB Data|
3480f898-5d2d-e111-87e2-1cc1de0875ed|N1Sta3GoWVDYwxji1jclr4RAaNQDH8duztvg1IkBZcsNigmqw3CxdXq3e6ffBbmr6KDr3GnpMMwqF5ldv3uPMg==|02/05/2014 09:23|First Commercial Bank|London||"when asked she said that she was the head of the dealing room but her english is basic. The Uk website doesnt work and the home country website doesn't give any mention at all that their name is ""First Commercial Bank"" just ""First Bank"".

I asked for the Head of IT and was transferred to someone that told me that the IT is now being taken over by the head office."||London/UK|FSA|
3680f898-5d2d-e111-87e2-1cc1de0875ed|ZIp7filP2ZBS0fKZOPvogS92c6dLUpR3LyenEJWhb/qKiz6ZMJ8dlfy02oUNA45ftthKznkS/s8br+YziJb0Gg==|02/05/2014 09:23|FirstRand Bank Limited|London||||eCommerce ECN|JL ECN Data|
15ae9560-8ad4-e511-80fc-3863bb358fa8|t8HW6bgOC3RlYjTc/Sf/0pP+Mk20lriJUxiEsdBPPqpw8rDeg4g38KwDKOB8gupMNioOqvh1rAP7GaAPiWJHYQ==|16/02/2016 08:50|FMR Advisory Ltd|London||"FMR Advisory has been established to help address two key areas:
The regulatory obligations impacting so many institutions that participate in the financial markets 
The development of local financial markets

Over the last year we have focused our regulatory work on preparation for MiFID II and mitigation of Conduct Risk. Whether you are wrestling with setting up your Systematic Internaliser, planning for a Best Execution regime, working on marketing controls to ensure investor protection, or concerned about front office conduct risk in areas such as fixings and sales relationships - we can help plan and integrate the most efficient approach.

In developing local financial markets we stand ready to work actively in assisting an institution to meet its goals, using the depth of experience we can bring allied with a sensitivity to local market situations. Whether looking to build out trading infrastructure, educating local sales people and traders or ensuring strong change management, FMR Advisory can assist the alignment of local markets with more developed markets"||||http://www.fmradvisory.com
3a80f898-5d2d-e111-87e2-1cc1de0875ed|HMgh5y9hSXeWuIwI/lHVvBE0+tgnobytBtwQmVcWBHivYjC0pVJ32WMimhILoastsqNcfxGXF/MmX/ObbQUtVA==|02/05/2014 09:23|Gatehouse Bank plc|London||||London/UK|FSA|
3c80f898-5d2d-e111-87e2-1cc1de0875ed|9amIEOnNoE7FMIB6xonTFnB9gWNOCduTWWQHNwbv2DLZQ8iBAIYD47ykFfvs8K4PAEQ01xzj31bEbQlWNdmcgA==|02/05/2014 09:23|GE Corporate Finance Bank SAS|London||||London/UK|FSA|
92bc0eeb-b024-e111-b4a2-18a905730937|b9wLRqMsf412q3mH1dFhPG6M7RB1RYDynxShUPTdF08Y3hvTl5CwGPwYj5OZkgoFUQKB1Cre+xuU7N5cgv2XDw==|30/04/2015 14:50|Ghana International Bank|London|T24|"Ghana International Bank Plc in London UK - GHIB - pan African Bank in the City of London doing business across the Continent of Africa | Ghana International Bank UK (Bank of Ghana, First Assignment)| 7.2006 selected TEMENOS T24 to replace its Midas core systems in its London operations. TEMENOS will install TEMENOS T24 Model Bank for Midas users, a pre-configured version of its modular software application, which allows for a faster implementation | 22.9. 2010: SOFGEN announce the successful completion of the TEMENOS T24 core banking system upgrade from version R09 of T24 from its older T24 R05 system.

they are looking but not to call back until april, shopping in september.

Paul Whippy tells me that GIB are looking at Zenith for a securities module: Victoria,
Neither of the names you mentioned are familiar, the guys who came here were Edward Trahearn and Festus Mensah. Thanks for the details on the single dealer platform, I’ll take a look at it this week. 
Regards,
Paul. 

Paul Whippy




For GIB try Mark Arthur. He is a senior manager and most decisions go to him from Gino. The bank is also our Customer. tried mark arthur, no answer

Mark Arthur told me that they were testing a Temenos solution which is the interfaces to Reuters, no other functionality than that and he would not have me see them until that was done. He said there is a group project going on and he wants to keep moral up as they are testing it... and does not see the value in looking at something else. I fought him a bit about what we did for Zenith and how much more he could gain and that we have the interfaces and much more.... was not having it. Said no and I sent him an email to reinforce my point.

Spoke on 1/6 - they have T24 solution which they believe will do everything they want it too but they have not realised the capabilities yet, they just want what reuters offers which is to send all the info RT has through to T24 and they are still testing that and he has no need to look at our FO as he thinks T24 and RT interface combined will do the trick. I asked for his advice on banks in Ghana, he says that 80k to 100k a year is too expensive and the only top tier bank in Ghana who might be able to do that is the Central bank - Bank of Ghana who are a suspect already. He said a lot of the banks look"|Gino Brenzini|T24/FXCB||
4280f898-5d2d-e111-87e2-1cc1de0875ed|C1/r7Vd87sVmo36o7RpZ4d+fime0f5J73gAoYIhDwn2DHSgsCg6BQs7mDjljSeijwFl/ey1rZqc87ijMI4K/sg==|02/05/2014 09:23|Governor and Company of the Bank of Ireland, The|London||||London/UK|FSA|
4480f898-5d2d-e111-87e2-1cc1de0875ed|gXkIvgcRGRAd3ZYqYjDkCl++Cr4LGAROwG1DbV1iPs6mwY6YVnRg38FxLGp/yHh7XS17ViNwsHFxKqZa4ZqJmg==|02/05/2014 09:24|Guaranty Trust Bank (UK) Limited|London||||London/UK|FSA|
4680f898-5d2d-e111-87e2-1cc1de0875ed|k8IkyBw8JPr36L+yTk17RCzZkG9i10pfTfRwvnxK1r8I0SSDZ8XSe++BooyULGJ4SHoOIpllOgx8ldFauqQbzw==|02/05/2014 09:24|Gulf International Bank (UK) Limited|London||||London/UK|FSA|
4e80f898-5d2d-e111-87e2-1cc1de0875ed|69zPIYW/GP4WA5bPmIsGDIm6aLLsC/eU1L/xyfu7dCgxxUtQ42AB44FG6/ImH9AcGg6mirIKsdUa0yK9BzwYyA==|02/05/2014 09:24|Habib Bank Ltd|London||VH spoke to Theresa - head of treasury and she was very angry saying no money at all. They have no money to spend so not worth it. Emailed her.||London/UK|FSA|
260d9a3c-c9f4-e011-b9d4-1cc1de0875ed|YXbRSisxkqKpFBRhkNScsOwvfWzQ3KHLxD7OcpWfBQ9LK2pUy6kHJlsa5J9gBEfukrQZ8ugNGmdaBhgFihvtXA==|02/05/2014 09:24|Habibsons Bank|London|T24|"Habibsons Bank Limited, London Habibsons Bank Ltd | Habibsons Bank Trust and Finance Ltd | pre-2000 Globus user later updated to T24

CLOSED. MERGING WITH HABIB BANK"||T24/FXCB|Inntron|
5280f898-5d2d-e111-87e2-1cc1de0875ed|68LmKAcx0OHSO2JEutZNEGuab3vopB533pXGxPI6v2fGTmbXJGTEzkFveCeTkaMtgS5psSdGjcQ2vMZJ9IlRBQ==|02/05/2014 09:24|Hampshire Trust plc|London||They don’t appear to have a treasury dept.  They appear to be small and specialise in development finance and bridging loans.||London/UK|FSA|
5480f898-5d2d-e111-87e2-1cc1de0875ed|pyT5CYT6O+IS7fONjiXcDq0eJe2xY7z5NRKYkYWOhTOdYSSKav0iEywPS6D4oJwwGZ32ssJi9gzlSyUTbTNuZQ==|02/05/2014 09:24|Handelsbanken Finans AB|London||||eCommerce ECN|JL ECN Data|
5680f898-5d2d-e111-87e2-1cc1de0875ed|/4crfblyySqDr0PDpdAUd926VyRvohAhegs6muze8IE462iVYCERYqpN0CtrMu3dStkPigDbtBXvTox4fiJbIw==|02/05/2014 09:24|Harrods Bank Ltd|London||||London/UK|FSA|
5880f898-5d2d-e111-87e2-1cc1de0875ed|JnIUPbHFCPxVU6igx1dhO50tu75sq2jixp6TMgfhaySCKpXv8Tw464uPfut9opplo36xT/dwRxsv+Xtr+Yca+g==|02/05/2014 09:24|Havin Bank Ltd|London||1 trader, does not need a FO system and he has nothing to do with it anyway - would happen in havana||London/UK|FSA|
7171c994-03ee-e011-8ebc-18a905732a1b|FVuTjQuBgpDkeCvasmIIG1xy7QNAfiNUOoYwvRJWrUlB+gKYXvJ+TlqmIRpoku+ECQL6rLmTCCAv2H7ei4upng==|02/05/2014 09:24|HBOS Treasury Services|London|||||Original EB Data|
5a80f898-5d2d-e111-87e2-1cc1de0875ed|7S0JwfI7NRWlkyvr/75cfBKJFYmm8n2eCMGzJilbh8jzdkJNexGl8JXzXg5EGevhZGrAcoJKtxl+Sb/ei5kORg==|02/05/2014 09:24|HFC Bank Ltd|London||KD - The customer service is absolutely terrible, seems to be located in India and no one knows what they are doing or even listens to what you are saying, they just answer robotically. I was given 7 different numbers all seem to go back to the same collections dept apart from one which was the IT helpdesk; was told their isnt a switchboard number and to personally visit the office. No one I spoke had even heard of a Treasury dept.||London/UK|FSA|
5c80f898-5d2d-e111-87e2-1cc1de0875ed|rLRZENi7JL01svdVh7y2PEcHasXCWcBfaJhiSyJyHxQcz9HZd889EJSOa5glwvW29K83wEzx6x+rnavBlRFmZw==|02/05/2014 09:24|Hongkong and Shanghai Banking Corporation Ltd, The|London||||London/UK|FSA|
6080f898-5d2d-e111-87e2-1cc1de0875ed|zAUqSGtJBdrTQfv+D0VEx8mKkrdogyOt9zirJ19k7n+xlKYW+w8nwtj9O9iU4yxszjPW/x8zTvP84xIo1jqIXQ==|02/05/2014 09:24|HSBC|London||||eCommerce ECN|JL ECN Data|
6280f898-5d2d-e111-87e2-1cc1de0875ed|iQdtkZRDE/DJmXXQeSrDUQJ8s3nQaA7KtufYZNWRlDJq+ctHA65DCVuIuzI/hpbb04Ww+16Tm/9/l7cQ0bPbbw==|02/05/2014 09:24|HSBC Private Bank (UK) Limited|London||||London/UK|FSA|
6880f898-5d2d-e111-87e2-1cc1de0875ed|X2AwXaDjN2ebtSfk8k4WPLqK87//Aey+7fVHjAnRBQX/YAwIs3LtmQMeJ+1YXUJ8VRL1IV1TiZGPHsnWtEC6+A==|02/05/2014 09:24|Hua Nan Commercial Bank Ltd|London||||London/UK|FSA|
6a80f898-5d2d-e111-87e2-1cc1de0875ed|GyLAMYvjfI0mG4xG2a2CxRoNs9oRQcBjdhOgpMWZsqQspxVgwx2E5KFMXlG0zK7qocSoX8lZjGtB+md2kfibJw==|02/05/2014 09:24|Hypo Public Finance Bank|London||||London/UK|FSA|
6c80f898-5d2d-e111-87e2-1cc1de0875ed|X8utBQ6Pjrn5DN7kbTkFO74HhEAqraTO0ey8LVBaf9U9Fkf+V/vSIVSi9pfYGvZpOy4E9r3JKV6pKeDlgdg61A==|02/05/2014 09:24|ICBC (London) Ltd|London||||London/UK|FSA|
7080f898-5d2d-e111-87e2-1cc1de0875ed|DfVFHD5IXGnbl2z0bzzkZSWCZwLwBdq4US6sBnzREnsdKiG3uctnRanaNpIVQ1MDXYPaEUsAtLiLsoD5ADtvMg==|02/05/2014 09:24|IKANO Bank SE|London||Treasury located at Head Office in Sweden.||London/UK|FSA|
7480f898-5d2d-e111-87e2-1cc1de0875ed|/cUF7nOulKBTjJt5EjgEJk7aWr/5h/z4+KMYRcWgEp9+u0bhEev+wrnW0h4hXx6LFEnKReF6nm6MyTFUJTP14Q==|02/05/2014 09:24|Industrial Bank of Korea|London||||London/UK|FSA|
7880f898-5d2d-e111-87e2-1cc1de0875ed|OMYwwSZ+quMxcTTTP2eja1LrHarXrx569NpF6GXe9aly+8rdGKOpcvDO6SRAgwVtoLV6XsbnR38RSgFu46ckFQ==|02/05/2014 09:24|ING Direct N.V.|London||||eCommerce ECN|JL ECN Data|
7a80f898-5d2d-e111-87e2-1cc1de0875ed|CJqIVHjrxl+LQRucKcKnzzHFwo3ttGyHGUghrnSUex8tYL4J5Y6fphU6RG4J07Nx7zql1iZLaMxpMf8LfAwtYQ==|02/05/2014 09:24|Intercontinental Bank (UK) plc|London||VH spoke to Paul in July 2012 they are in the middle of being purchased by Access Bank in London so he said to call them. This bank I found here and does do business in Ghana and Nigeria http://www.icbuk.com/index.php/pages/contacts/||London/UK|FSA|
d421480c-9cc9-e411-913e-6c3be5be9388|zNhDRbTpXf2+RH92txVCs9tIbbndP9COuUspVCpazw0GnCpQHZWJBbIfcicnC2yiWxngzhnK3yxHK0KZyHzcsg==|23/03/2015 15:52|INTL FCStone LTD|London||See INTL GLOBAL CURRENCIES ACCOUNT. This is a duplicate.|Samia Ferradji|||http://www.intlfcstone.com
7e80f898-5d2d-e111-87e2-1cc1de0875ed|zLT9lf38unHkWgBE04sqA5OrhJC9kl3C2mGUDVAOc+UV8n0oQw8dtZd81Lu2dbtmni2985jH4Ctdn3uS+2KSJg==|02/05/2014 09:40|Investec Bank PLC|London||John Arnold was in a meeting, lady who answered wouldn’t give me email address had to request cb from him. 14/2 spoke to Lee McDarby Head of Dealing for Corporate and Institutional Treasury. Not interested sais they are more then upto date on their systems.||London/UK|FSA|
8080f898-5d2d-e111-87e2-1cc1de0875ed|h1JO89Y238OpgElg7boOGPr01F504ziAp/STniKD721r0d29n9aHd87sRIVpbLwfsx31lo58to+bdiMMyni09w==|02/05/2014 09:40|Irish Bank Resolution Corporation Limited|London||||London/UK|FSA|
8280f898-5d2d-e111-87e2-1cc1de0875ed|dlwvanfCyr43Q+bUylbbkVV5U1ORG+t/NjzKtUPfZzao7d4Yxe3dlk71e0LAvpqTyaxufadK9a68W9qSIvSMhQ==|02/05/2014 09:40|Islamic Bank of Britain plc|London||||London/UK|FSA|
124bbbec-c0f4-e011-b9d4-1cc1de0875ed|cX8F6/867tVlUo1oqehMKMkfh/ZMQF9MWMYcbDaMTs+SbfWdNXlqQspdHHJBZFUVYcI33QwJtxAGtfrKvUHADA==|25/06/2014 14:18|Israel Discount Bank Ltd|London|Flexcube|"Israel Discount Bank (IDB) UK | 4.2008: select Flexcube core banking platform for its UK operations.

They were given Acumen for free and they have no appetite to buy anything ever."||T24/FXCB|Inntron|
78bb4c9c-d963-e211-b345-984be17c3814|xdgOnKVbDx/RqLuNEat1Di1/h9XYHYkOi5SoJo5ZLehdLbZQwDdkiS/bjRske8idHPTLOSCEErC+i7Wq/0GyMw==|25/06/2014 14:24|Israel Discount Bank Ltd|London|Flexcube|"Israel Discount Bank (IDB) UK | 4.2008: select Flexcube core banking platform for its UK operations.

They were given Acumen for free and they have no appetite to buy anything ever. Note, OE has subsequently learned that the bank has 'thrown-out' acumen and is looking for an alternative Front Office Product."|Jeff Gray|T24/FXCB|DW Jan Import|
44b1c7be-19c3-e411-8170-d89d6763cf50|EaoJcWSbiO7Q4RREU4ZzUs8pL0xaa/eMNmLfeLMPmkwSbFi5EAxd5Gglv3+Z8s4y8WhxWLU/IIEqoP+FNyo1sQ==|13/03/2015 11:25|ITeB|London|||Tara Little|||http://www.iteb.co.uk
8e80f898-5d2d-e111-87e2-1cc1de0875ed|oXwtPkdl+DV7OYA2YaH5w7tXsIeTyGMLSfkNyCaeGeIaqgDaMjQfBhaFt30LShGMFqtkr893Rvkat/uIfcu8Ag==|02/05/2014 09:40|John Deere Bank SA|London||||London/UK|FSA|
9c45c396-b0d7-e011-b80c-18a905730937|Wmo32VDQCMwq/eInfhqs7FAi6Tbs0EfIobFcOs/7el842pZgoN7G7YW9KwicyfEvPwq7Ms4cjfqP6S7Ghd4B8w==|02/05/2014 09:40|Jordan International Bank Plc|London||"Vh Spoke to David as a referral of Europe Arab Bank - he said all they want is a mondeo not a rolls royce. they use mysis amd its too much for them, its an oil tanker he says, he is cautious and wants to get something basic to meet their needs. he said that the board of directors hold the cash and are putting sungard in his face which he does not really want, they are also considering a self build. he says they are slow to make decisions. sent him info and CB next week to get a meeting set up


Victoria
At JIB Claire Wilkins  they have had alot of staff turnover in the last couple of years
Can't help you with Ghana intl not one we do at the moment
Great to meet you today
Will shout if I need anything
 
Regards
Ian Moore
Senior Manager Treasury

BACB London"|||Original EB Data|
9480f898-5d2d-e111-87e2-1cc1de0875ed|heF8MVvN0O+THGtIFRJ9FTTKogP7CZDRrbTHisU7qtUHp1xTvGkv/WMqckbcl5qAxo/Np2/W1ft1tfmhRIN0EQ==|02/05/2014 09:40|Julian Hodge Bank Limited|London||"They don't have an office in London. The Head Office is in Cardiff.
The Treasury department consists of two people. Mr Andy Cox, Head of Treasury, said that they use  an in-house software that they are happy with but doesn't mind having a look at what our software can do, its functionalities etc.

They only trade bonds. no FX and MM"||London/UK|FSA|
144bbbec-c0f4-e011-b9d4-1cc1de0875ed|WMPxQZpH1x4Y9e0G3KYlt37+M764b61SdT4HGc6MOH3gp9ezNcf/AaOycMQRcBrYpHPU8mcjAKmRTks9ZjHkIg==|02/05/2014 09:41|KBC Bank|London|Flexcube|"KBC Bank NV is a Belgian universal bank (KBC Bankverzekeringsholding), focusing on private clients and small and medium-sized enterprises - retail banking, insurance and asset management | 26/3/2010: KBC ITC Belgium sign MoU with Oracle Financial Services to launch a Flexcube core banking software as a service (SAAS) platform for banking back-office services < previously listed as temenos core systems client | kbc uk"||eCommerce ECN|Inntron and JL ECN Data|
9e80f898-5d2d-e111-87e2-1cc1de0875ed|m6O1FH3fjP7UoMCvWS4PReaZ/SPnqWt747oi9QC/iAGTGd/SKTXJyfnSUfGN4/r6EtEJ6xHCBodQdeNDTRPM4g==|02/05/2014 09:41|Kexim Bank (UK) Ltd|London||emailed them||London/UK|FSA|
